Unreal animation ID,Body Type,Motion Label,File Path
male_34_us_0405_0007,male_34_us_0405,slide,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0007/motion_seq.npz
male_34_us_0405_0008,male_34_us_0405,gesture,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0008/motion_seq.npz
male_34_us_0405_0009,male_34_us_0405,jump rope,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0009/motion_seq.npz
male_34_us_0405_0010,male_34_us_0405,yoga,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0010/motion_seq.npz
male_34_us_0405_0011,male_34_us_0405,balance,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0011/motion_seq.npz
male_34_us_0405_0012,male_34_us_0405,flap,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0012/motion_seq.npz
male_34_us_0405_0013,male_34_us_0405,clean something,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0013/motion_seq.npz
male_34_us_0405_0014,male_34_us_0405,evade,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0014/motion_seq.npz
male_34_us_0405_0015,male_34_us_0405,kneel,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0015/motion_seq.npz
male_34_us_0405_0016,male_34_us_0405,bend,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0016/motion_seq.npz
male_34_us_0405_0017,male_34_us_0405,kick,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0017/motion_seq.npz
male_34_us_0405_0018,male_34_us_0405,hand movements,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0018/motion_seq.npz
male_34_us_0405_0019,male_34_us_0405,point,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0019/motion_seq.npz
male_34_us_0405_0020,male_34_us_0405,spread,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0020/motion_seq.npz
male_34_us_0405_0021,male_34_us_0405,stretch,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0021/motion_seq.npz
male_34_us_0405_0022,male_34_us_0405,backwards movement,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0022/motion_seq.npz
male_34_us_0405_0023,male_34_us_0405,cartwheel,C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0023/motion_seq.npz
male_34_us_0405_0024,male_34_us_0405,communicate (vocalize),C:/bedlam/animations/gendered_ground_truth/male_34_us_0405/moving_body_para/0024/motion_seq.npz
male_34_us_1371_0000,male_34_us_1371,run,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0000/motion_seq.npz
male_34_us_1371_0001,male_34_us_1371,lean,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0001/motion_seq.npz
male_34_us_1371_0002,male_34_us_1371,stumble,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0002/motion_seq.npz
male_34_us_1371_0003,male_34_us_1371,bow,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0003/motion_seq.npz
male_34_us_1371_0004,male_34_us_1371,waddle,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0004/motion_seq.npz
male_34_us_1371_0005,male_34_us_1371,stretch,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0005/motion_seq.npz
male_34_us_1371_0006,male_34_us_1371,run,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0006/motion_seq.npz
male_34_us_1371_0007,male_34_us_1371,squat,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0007/motion_seq.npz
male_34_us_1371_0008,male_34_us_1371,perform,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0008/motion_seq.npz
male_34_us_1371_0009,male_34_us_1371,hand movements,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0009/motion_seq.npz
male_34_us_1371_0010,male_34_us_1371,take/pick something up,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0010/motion_seq.npz
male_34_us_1371_0011,male_34_us_1371,perform,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0011/motion_seq.npz
male_34_us_1371_0012,male_34_us_1371,greet,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0012/motion_seq.npz
male_34_us_1371_0013,male_34_us_1371,rocking movement,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0013/motion_seq.npz
male_34_us_1371_0014,male_34_us_1371,play,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0014/motion_seq.npz
male_34_us_1371_0015,male_34_us_1371,bend,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0015/motion_seq.npz
male_34_us_1371_0016,male_34_us_1371,clean something,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0016/motion_seq.npz
male_34_us_1371_0017,male_34_us_1371,wiggle,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0017/motion_seq.npz
male_34_us_1371_0018,male_34_us_1371,hit,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0018/motion_seq.npz
male_34_us_1371_0019,male_34_us_1371,jump,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0019/motion_seq.npz
male_34_us_1371_0020,male_34_us_1371,arm movements,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0020/motion_seq.npz
male_34_us_1371_0021,male_34_us_1371,yoga,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0021/motion_seq.npz
male_34_us_1371_0022,male_34_us_1371,hand movements,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0022/motion_seq.npz
male_34_us_1371_0023,male_34_us_1371,communicate (vocalize),C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0023/motion_seq.npz
male_34_us_1371_0024,male_34_us_1371,take/pick something up,C:/bedlam/animations/gendered_ground_truth/male_34_us_1371/moving_body_para/0024/motion_seq.npz
male_35_nl_1159_0000,male_35_nl_1159,play sport,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0000/motion_seq.npz
male_35_nl_1159_0001,male_35_nl_1159,evade,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0001/motion_seq.npz
male_35_nl_1159_0002,male_35_nl_1159,perform,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0002/motion_seq.npz
male_35_nl_1159_0003,male_35_nl_1159,hand movements,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0003/motion_seq.npz
male_35_nl_1159_0004,male_35_nl_1159,dance,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0004/motion_seq.npz
male_35_nl_1159_0005,male_35_nl_1159,jump rope,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0005/motion_seq.npz
male_35_nl_1159_0006,male_35_nl_1159,run,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0006/motion_seq.npz
male_35_nl_1159_0007,male_35_nl_1159,walk,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0007/motion_seq.npz
male_35_nl_1159_0008,male_35_nl_1159,communicate (vocalize),C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0008/motion_seq.npz
male_35_nl_1159_0009,male_35_nl_1159,shuffle,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0009/motion_seq.npz
male_35_nl_1159_0010,male_35_nl_1159,raise body part,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0010/motion_seq.npz
male_35_nl_1159_0011,male_35_nl_1159,balance,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0011/motion_seq.npz
male_35_nl_1159_0012,male_35_nl_1159,stumble,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0012/motion_seq.npz
male_35_nl_1159_0013,male_35_nl_1159,foot movement,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0013/motion_seq.npz
male_35_nl_1159_0014,male_35_nl_1159,stretch,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0014/motion_seq.npz
male_35_nl_1159_0015,male_35_nl_1159,squat,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0015/motion_seq.npz
male_35_nl_1159_0016,male_35_nl_1159,turn,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0016/motion_seq.npz
male_35_nl_1159_0017,male_35_nl_1159,shuffle,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0017/motion_seq.npz
male_35_nl_1159_0018,male_35_nl_1159,perform,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0018/motion_seq.npz
male_35_nl_1159_0019,male_35_nl_1159,worry,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0019/motion_seq.npz
male_35_nl_1159_0020,male_35_nl_1159,jump,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0020/motion_seq.npz
male_35_nl_1159_0021,male_35_nl_1159,perform,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0021/motion_seq.npz
male_35_nl_1159_0022,male_35_nl_1159,point,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0022/motion_seq.npz
male_35_nl_1159_0023,male_35_nl_1159,wobble,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0023/motion_seq.npz
male_35_nl_1159_0024,male_35_nl_1159,dance,C:/bedlam/animations/gendered_ground_truth/male_35_nl_1159/moving_body_para/0024/motion_seq.npz
male_35_nl_5786_0000,male_35_nl_5786,take/pick something up,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0000/motion_seq.npz
male_35_nl_5786_0001,male_35_nl_5786,strafe,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0001/motion_seq.npz
male_35_nl_5786_0002,male_35_nl_5786,hit,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0002/motion_seq.npz
male_35_nl_5786_0003,male_35_nl_5786,kick,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0003/motion_seq.npz
male_35_nl_5786_0004,male_35_nl_5786,lunge,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0004/motion_seq.npz
male_35_nl_5786_0005,male_35_nl_5786,arm movements,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0005/motion_seq.npz
male_35_nl_5786_0006,male_35_nl_5786,foot movement,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0006/motion_seq.npz
male_35_nl_5786_0007,male_35_nl_5786,give something,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0007/motion_seq.npz
male_35_nl_5786_0008,male_35_nl_5786,play instrument,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0008/motion_seq.npz
male_35_nl_5786_0009,male_35_nl_5786,yoga,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0009/motion_seq.npz
male_35_nl_5786_0010,male_35_nl_5786,actions with ball,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0010/motion_seq.npz
male_35_nl_5786_0011,male_35_nl_5786,jump,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0011/motion_seq.npz
male_35_nl_5786_0012,male_35_nl_5786,play instrument,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0012/motion_seq.npz
male_35_nl_5786_0013,male_35_nl_5786,play catch,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0013/motion_seq.npz
male_35_nl_5786_0014,male_35_nl_5786,get injured,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0014/motion_seq.npz
male_35_nl_5786_0015,male_35_nl_5786,kick,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0015/motion_seq.npz
male_35_nl_5786_0016,male_35_nl_5786,shake,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0016/motion_seq.npz
male_35_nl_5786_0017,male_35_nl_5786,yoga,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0017/motion_seq.npz
male_35_nl_5786_0018,male_35_nl_5786,knock,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0018/motion_seq.npz
male_35_nl_5786_0019,male_35_nl_5786,squat,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0019/motion_seq.npz
male_35_nl_5786_0020,male_35_nl_5786,greet,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0020/motion_seq.npz
male_35_nl_5786_0021,male_35_nl_5786,golf,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0021/motion_seq.npz
male_35_nl_5786_0022,male_35_nl_5786,crawl,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0022/motion_seq.npz
male_35_nl_5786_0023,male_35_nl_5786,hop,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0023/motion_seq.npz
male_35_nl_5786_0024,male_35_nl_5786,jumping jacks,C:/bedlam/animations/gendered_ground_truth/male_35_nl_5786/moving_body_para/0024/motion_seq.npz
male_35_us_0156_0000,male_35_us_0156,handstand,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0000/motion_seq.npz
male_35_us_0156_0001,male_35_us_0156,grasp object,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0001/motion_seq.npz
male_35_us_0156_0002,male_35_us_0156,flail arms,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0002/motion_seq.npz
male_35_us_0156_0003,male_35_us_0156,make,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0003/motion_seq.npz
male_35_us_0156_0004,male_35_us_0156,sign,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0004/motion_seq.npz
male_35_us_0156_0005,male_35_us_0156,transition,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0005/motion_seq.npz
male_35_us_0156_0006,male_35_us_0156,knock,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0006/motion_seq.npz
male_35_us_0156_0007,male_35_us_0156,gesture,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0007/motion_seq.npz
male_35_us_0156_0008,male_35_us_0156,rub,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0008/motion_seq.npz
male_35_us_0156_0009,male_35_us_0156,swing body part,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0009/motion_seq.npz
male_35_us_0156_0010,male_35_us_0156,exercise / training,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0010/motion_seq.npz
male_35_us_0156_0011,male_35_us_0156,hand movements,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0011/motion_seq.npz
male_35_us_0156_0012,male_35_us_0156,hand movements,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0012/motion_seq.npz
male_35_us_0156_0013,male_35_us_0156,rolls on ground,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0013/motion_seq.npz
male_35_us_0156_0014,male_35_us_0156,spin,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0014/motion_seq.npz
male_35_us_0156_0015,male_35_us_0156,kick,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0015/motion_seq.npz
male_35_us_0156_0016,male_35_us_0156,bow,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0016/motion_seq.npz
male_35_us_0156_0017,male_35_us_0156,play instrument,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0017/motion_seq.npz
male_35_us_0156_0018,male_35_us_0156,interact with / use object,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0018/motion_seq.npz
male_35_us_0156_0019,male_35_us_0156,shoulder movements,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0019/motion_seq.npz
male_35_us_0156_0020,male_35_us_0156,press something,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0020/motion_seq.npz
male_35_us_0156_0021,male_35_us_0156,list body parts,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0021/motion_seq.npz
male_35_us_0156_0022,male_35_us_0156,dance,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0022/motion_seq.npz
male_35_us_0156_0023,male_35_us_0156,greet,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0023/motion_seq.npz
male_35_us_0156_0024,male_35_us_0156,flap,C:/bedlam/animations/gendered_ground_truth/male_35_us_0156/moving_body_para/0024/motion_seq.npz
male_35_us_0445_0000,male_35_us_0445,upper body movement,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0000/motion_seq.npz
male_35_us_0445_0001,male_35_us_0445,twist,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0001/motion_seq.npz
male_35_us_0445_0002,male_35_us_0445,perform,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0002/motion_seq.npz
male_35_us_0445_0003,male_35_us_0445,dance,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0003/motion_seq.npz
male_35_us_0445_0004,male_35_us_0445,take/pick something up,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0004/motion_seq.npz
male_35_us_0445_0005,male_35_us_0445,circular movement,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0005/motion_seq.npz
male_35_us_0445_0006,male_35_us_0445,bend,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0006/motion_seq.npz
male_35_us_0445_0007,male_35_us_0445,animal behavior,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0007/motion_seq.npz
male_35_us_0445_0008,male_35_us_0445,balance,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0008/motion_seq.npz
male_35_us_0445_0009,male_35_us_0445,try,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0009/motion_seq.npz
male_35_us_0445_0010,male_35_us_0445,crouch,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0010/motion_seq.npz
male_35_us_0445_0011,male_35_us_0445,stick,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0011/motion_seq.npz
male_35_us_0445_0012,male_35_us_0445,give something,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0012/motion_seq.npz
male_35_us_0445_0013,male_35_us_0445,squat,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0013/motion_seq.npz
male_35_us_0445_0014,male_35_us_0445,jumping jacks,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0014/motion_seq.npz
male_35_us_0445_0015,male_35_us_0445,side to side movement,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0015/motion_seq.npz
male_35_us_0445_0016,male_35_us_0445,swim,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0016/motion_seq.npz
male_35_us_0445_0017,male_35_us_0445,walk,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0017/motion_seq.npz
male_35_us_0445_0018,male_35_us_0445,jumping jacks,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0018/motion_seq.npz
male_35_us_0445_0019,male_35_us_0445,celebrate,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0019/motion_seq.npz
male_35_us_0445_0020,male_35_us_0445,wash,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0020/motion_seq.npz
male_35_us_0445_0021,male_35_us_0445,dance,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0021/motion_seq.npz
male_35_us_0445_0022,male_35_us_0445,hop,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0022/motion_seq.npz
male_35_us_0445_0023,male_35_us_0445,turn,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0023/motion_seq.npz
male_35_us_0445_0024,male_35_us_0445,twist,C:/bedlam/animations/gendered_ground_truth/male_35_us_0445/moving_body_para/0024/motion_seq.npz
male_35_us_0574_0000,male_35_us_0574,interact with / use object,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0000/motion_seq.npz
male_35_us_0574_0001,male_35_us_0574,shoulder movements,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0001/motion_seq.npz
male_35_us_0574_0002,male_35_us_0574,catch,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0002/motion_seq.npz
male_35_us_0574_0003,male_35_us_0574,dance,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0003/motion_seq.npz
male_35_us_0574_0004,male_35_us_0574,give something,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0004/motion_seq.npz
male_35_us_0574_0005,male_35_us_0574,yoga,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0005/motion_seq.npz
male_35_us_0574_0006,male_35_us_0574,run,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0006/motion_seq.npz
male_35_us_0574_0007,male_35_us_0574,hand movements,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0007/motion_seq.npz
male_35_us_0574_0008,male_35_us_0574,side to side movement,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0008/motion_seq.npz
male_35_us_0574_0009,male_35_us_0574,cartwheel,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0009/motion_seq.npz
male_35_us_0574_0010,male_35_us_0574,maintain,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0010/motion_seq.npz
male_35_us_0574_0011,male_35_us_0574,crawl,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0011/motion_seq.npz
male_35_us_0574_0012,male_35_us_0574,squat,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0012/motion_seq.npz
male_35_us_0574_0013,male_35_us_0574,drink,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0013/motion_seq.npz
male_35_us_0574_0014,male_35_us_0574,communicate (vocalize),C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0014/motion_seq.npz
male_35_us_0574_0015,male_35_us_0574,stretch,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0015/motion_seq.npz
male_35_us_0574_0016,male_35_us_0574,foot movement,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0016/motion_seq.npz
male_35_us_0574_0017,male_35_us_0574,spin,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0017/motion_seq.npz
male_35_us_0574_0018,male_35_us_0574,jog,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0018/motion_seq.npz
male_35_us_0574_0019,male_35_us_0574,sneak,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0019/motion_seq.npz
male_35_us_0574_0020,male_35_us_0574,stomp,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0020/motion_seq.npz
male_35_us_0574_0021,male_35_us_0574,upper body movement,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0021/motion_seq.npz
male_35_us_0574_0022,male_35_us_0574,squat,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0022/motion_seq.npz
male_35_us_0574_0023,male_35_us_0574,arm movements,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0023/motion_seq.npz
male_35_us_0574_0024,male_35_us_0574,animal behavior,C:/bedlam/animations/gendered_ground_truth/male_35_us_0574/moving_body_para/0024/motion_seq.npz
male_35_us_1252_0000,male_35_us_1252,exercise / training,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0000/motion_seq.npz
male_35_us_1252_0001,male_35_us_1252,punch,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0001/motion_seq.npz
male_35_us_1252_0002,male_35_us_1252,rolling motion,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0002/motion_seq.npz
male_35_us_1252_0003,male_35_us_1252,take/pick something up,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0003/motion_seq.npz
male_35_us_1252_0004,male_35_us_1252,jump,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0004/motion_seq.npz
male_35_us_1252_0005,male_35_us_1252,evade,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0005/motion_seq.npz
male_35_us_1252_0006,male_35_us_1252,march,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0006/motion_seq.npz
male_35_us_1252_0007,male_35_us_1252,jump,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0007/motion_seq.npz
male_35_us_1252_0008,male_35_us_1252,kick,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0008/motion_seq.npz
male_35_us_1252_0009,male_35_us_1252,stagger,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0009/motion_seq.npz
male_35_us_1252_0010,male_35_us_1252,sit,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0010/motion_seq.npz
male_35_us_1252_0011,male_35_us_1252,count,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0011/motion_seq.npz
male_35_us_1252_0012,male_35_us_1252,evade,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0012/motion_seq.npz
male_35_us_1252_0013,male_35_us_1252,martial arts,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0013/motion_seq.npz
male_35_us_1252_0014,male_35_us_1252,actions with ball,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0014/motion_seq.npz
male_35_us_1252_0015,male_35_us_1252,sneak,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0015/motion_seq.npz
male_35_us_1252_0016,male_35_us_1252,jump,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0016/motion_seq.npz
male_35_us_1252_0017,male_35_us_1252,turn,C:/bedlam/animations/gendered_ground_truth/male_35_us_1252/moving_body_para/0017/motion_seq.npz
